dataset,sequence_name,model_type,past,iterations,AUC,RAUC,VUS,F1,RF,AUCf,RAUCf,VUSf,F1f,RFf,run_name,overview_plot,latent_plot,roc_plot,code_configuration,experiment_name,experiment_type,slurm,path
fsb,3-sine-one-channel-anomaly,tcNF-cnn,22,quadratic,1.0,0.83,0.88,0.72,0.44,[0.9976774193548388],[0.8272337821305591],[0.8787809672602912],[0.72],[0.43613707165109034],tcNF-cnn#3-sine-one-channel-anomaly#quadratic#s4uowxdcn9,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#3-sine-one-channel-anomaly#quadratic#s4uowxdcn9/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#3-sine-one-channel-anomaly#quadratic#s4uowxdcn9/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#3-sine-one-channel-anomaly#quadratic#s4uowxdcn9/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 15, 'input_embedding_type': 0, 'seed': 31, 'past': 22, 'hidden_multiplier': 36, 'st_net_layers': 4, 'st_dropout': 0.2, 'st_funnel_factor': 2, 'encoder_layers': 1, 'encoder_size': 6, 'encoder_dropout': 0.4, 'encoder_channel_depth': 10, 'input_shape': [785, 4], 'hist_shape': [785, 22, 4]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23137276,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#3-sine-one-channel-anomaly#quadratic#s4uowxdcn9/
fsb,2-cbf-one-channel-short-anomaly,tcNF-base,7,cubicspline,0.21,0.67,0.46,0.03,0.02,[0.21225806451612905],[0.6684408075206992],[0.4574172028683824],[0.02575107296137339],[0.015281433058833515],tcNF-base#2-cbf-one-channel-short-anomaly#cubicspline#f7w39liqn2,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-cbf-one-channel-short-anomaly#cubicspline#f7w39liqn2/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-cbf-one-channel-short-anomaly#cubicspline#f7w39liqn2/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-cbf-one-channel-short-anomaly#cubicspline#f7w39liqn2/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 16, 'input_embedding_type': 0, 'seed': 63, 'past': 7, 'hidden_multiplier': 45, 'st_net_layers': 3, 'st_dropout': 0.1, 'st_funnel_factor': 2, 'input_shape': [785, 2], 'hist_shape': [785, 7, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23132672,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-cbf-one-channel-short-anomaly#cubicspline#f7w39liqn2/
fsb,4-std_cut_wave-stdRatio_2-stdPast_30,tcNF-cnn,79,quadratic,0.73,0.75,0.76,0.01,0.0,[0.7315978769467141],[0.7457213545901309],[0.7597890319250372],[0.011676396997497914],[0.004852158851911419],tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_30#quadratic#w5tdug8blk,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_30#quadratic#w5tdug8blk/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_30#quadratic#w5tdug8blk/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_30#quadratic#w5tdug8blk/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 20, 'input_embedding_type': 0, 'seed': 30, 'past': 79, 'hidden_multiplier': 50, 'st_net_layers': 2, 'st_dropout': 0.2, 'st_funnel_factor': 6, 'encoder_layers': 1, 'encoder_size': 6, 'encoder_dropout': 0.2, 'encoder_channel_depth': 10, 'input_shape': [4785, 4], 'hist_shape': [4785, 79, 4]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23137331,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_30#quadratic#w5tdug8blk/
fsb,2-std_cut_increasing_continue-stdRatio_3-stdPast_30,tcNF-cnn,47,linear,1.0,0.72,0.71,0.0,0.0,[1.0],[0.7162496204470201],[0.7149532895932317],[0.0],[0],tcNF-cnn#2-std_cut_increasing_continue-stdRatio_3-stdPast_30#linear#r935o842ks,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_3-stdPast_30#linear#r935o842ks/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_3-stdPast_30#linear#r935o842ks/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_3-stdPast_30#linear#r935o842ks/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 5, 'input_embedding_type': 0, 'seed': 50, 'past': 47, 'hidden_multiplier': 46, 'st_net_layers': 6, 'st_dropout': 0.4, 'st_funnel_factor': 2, 'encoder_layers': 1, 'encoder_size': 6, 'encoder_dropout': 0.1, 'encoder_channel_depth': 10, 'input_shape': [885, 2], 'hist_shape': [885, 47, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23136503,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_3-stdPast_30#linear#r935o842ks/
fsb,4-std_cut_wave-stdRatio_2-stdPast_70,tcNF-cnn,164,cubicspline,0.87,0.9,0.89,0.01,0.01,[0.8672917103149661],[0.8991402358631069],[0.8929580938075141],[0.014958863126402393],[0.00661397329815783],tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#9aeb1y5h02,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#9aeb1y5h02/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#9aeb1y5h02/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#9aeb1y5h02/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 11, 'input_embedding_type': 0, 'seed': 64, 'past': 164, 'hidden_multiplier': 33, 'st_net_layers': 2, 'st_dropout': 0.3, 'st_funnel_factor': 2, 'encoder_layers': 1, 'encoder_size': 6, 'encoder_dropout': 0.8, 'encoder_channel_depth': 4, 'input_shape': [4785, 4], 'hist_shape': [4785, 164, 4]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23137331,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#9aeb1y5h02/
fsb,2-sine-one-channel-anomaly-noise-10%,tcNF-base,54,slinear,0.95,0.94,0.96,0.82,0.25,[0.9487737226277372],[0.9424362958523514],[0.9574076901752808],[0.8186046511627907],[0.24587325406902924],tcNF-base#2-sine-one-channel-anomaly-noise-10%#slinear#kgpnbr8z9d,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-one-channel-anomaly-noise-10%#slinear#kgpnbr8z9d/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-one-channel-anomaly-noise-10%#slinear#kgpnbr8z9d/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-one-channel-anomaly-noise-10%#slinear#kgpnbr8z9d/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 9, 'input_embedding_type': 0, 'seed': 81, 'past': 54, 'hidden_multiplier': 25, 'st_net_layers': 5, 'st_dropout': 0.3, 'st_funnel_factor': 2, 'input_shape': [785, 2], 'hist_shape': [785, 54, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23134618,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-one-channel-anomaly-noise-10%#slinear#kgpnbr8z9d/
fsb,2-sine-all-channel-anomaly,tcNF-cnn,34,nearest,0.99,0.94,0.97,0.46,0.18,[0.9887581699346405],[0.9379076740430815],[0.9717995837067351],[0.4578313253012048],[0.1758117912234979],tcNF-cnn#2-sine-all-channel-anomaly#nearest#d0agqp41co,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-sine-all-channel-anomaly#nearest#d0agqp41co/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-sine-all-channel-anomaly#nearest#d0agqp41co/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-sine-all-channel-anomaly#nearest#d0agqp41co/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 17, 'input_embedding_type': 0, 'seed': 99, 'past': 34, 'hidden_multiplier': 49, 'st_net_layers': 3, 'st_dropout': 0.4, 'st_funnel_factor': 3, 'encoder_layers': 1, 'encoder_size': 7, 'encoder_dropout': 0.1, 'encoder_channel_depth': 5, 'input_shape': [785, 2], 'hist_shape': [785, 34, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23136075,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-sine-all-channel-anomaly#nearest#d0agqp41co/
fsb,8-ecg-one-channel-anomaly,tcNF-cnn,27,cubic,0.99,0.86,0.93,0.91,0.38,[0.9929506398537478],[0.862068777505816],[0.9253174058701863],[0.912621359223301],[0.38196286472148544],tcNF-cnn#8-ecg-one-channel-anomaly#cubic#lbdgu9w0sx,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#8-ecg-one-channel-anomaly#cubic#lbdgu9w0sx/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#8-ecg-one-channel-anomaly#cubic#lbdgu9w0sx/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#8-ecg-one-channel-anomaly#cubic#lbdgu9w0sx/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 19, 'input_embedding_type': 0, 'seed': 98, 'past': 27, 'hidden_multiplier': 50, 'st_net_layers': 2, 'st_dropout': 0.3, 'st_funnel_factor': 9, 'encoder_layers': 1, 'encoder_size': 4, 'encoder_dropout': 0.2, 'encoder_channel_depth': 6, 'input_shape': [2785, 8], 'hist_shape': [2785, 27, 8]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23137430,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#8-ecg-one-channel-anomaly#cubic#lbdgu9w0sx/
fsb,2-std_cut_wave-stdRatio_2-stdPast_70,tcNF-base,21,cubicspline,0.91,0.92,0.96,0.01,0.0,[0.9088721489851433],[0.915639491971379],[0.9560273883871576],[0.014732965009208104],[0.0019939120053504345],tcNF-base#2-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#k6ihefpqvz,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#k6ihefpqvz/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#k6ihefpqvz/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#k6ihefpqvz/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 19, 'input_embedding_type': 0, 'seed': 47, 'past': 21, 'hidden_multiplier': 39, 'st_net_layers': 2, 'st_dropout': 0.2, 'st_funnel_factor': 5, 'input_shape': [4785, 2], 'hist_shape': [4785, 21, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23134757,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_wave-stdRatio_2-stdPast_70#cubicspline#k6ihefpqvz/
fsb,2-std_cut_increasing_continue-stdRatio_2-stdPast_10,tcNF-cnn,10,linear,1.0,0.76,0.79,0.0,0.0,[1.0],[0.7638234180379042],[0.791109053047449],[0.0],[0],tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_10#linear#fbc0lqztpa,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_10#linear#fbc0lqztpa/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_10#linear#fbc0lqztpa/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_10#linear#fbc0lqztpa/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 12, 'input_embedding_type': 0, 'seed': 73, 'past': 10, 'hidden_multiplier': 29, 'st_net_layers': 4, 'st_dropout': 0.2, 'st_funnel_factor': 6, 'encoder_layers': 1, 'encoder_size': 5, 'encoder_dropout': 0.9, 'encoder_channel_depth': 3, 'input_shape': [885, 2], 'hist_shape': [885, 10, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23136500,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_10#linear#fbc0lqztpa/
fsb,2-sine-one-channel-anomaly-beginning,tcNF-base,98,linear,0.66,0.71,0.69,0.03,0.01,[0.663340114562142],[0.7116363620477252],[0.6939706396359173],[0.029737766964044336],[0.014449008946181254],tcNF-base#2-sine-one-channel-anomaly-beginning#linear#97ndsiy8lu,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-one-channel-anomaly-beginning#linear#97ndsiy8lu/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-one-channel-anomaly-beginning#linear#97ndsiy8lu/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-one-channel-anomaly-beginning#linear#97ndsiy8lu/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 10, 'input_embedding_type': 0, 'seed': 41, 'past': 98, 'hidden_multiplier': 26, 'st_net_layers': 2, 'st_dropout': 0.4, 'st_funnel_factor': 8, 'input_shape': [9785, 2], 'hist_shape': [9785, 98, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23134598,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-one-channel-anomaly-beginning#linear#97ndsiy8lu/
fsb,2-std_cut_increasing_continue-stdRatio_2-stdPast_30,tcNF-base,3,linear,1.0,0.75,0.81,0.0,0.0,[1.0],[0.752179193317492],[0.8102149361951522],[0.0],[0],tcNF-base#2-std_cut_increasing_continue-stdRatio_2-stdPast_30#linear#sp3t7nliza,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_increasing_continue-stdRatio_2-stdPast_30#linear#sp3t7nliza/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_increasing_continue-stdRatio_2-stdPast_30#linear#sp3t7nliza/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_increasing_continue-stdRatio_2-stdPast_30#linear#sp3t7nliza/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 7, 'input_embedding_type': 0, 'seed': 98, 'past': 3, 'hidden_multiplier': 46, 'st_net_layers': 3, 'st_dropout': 0.4, 'st_funnel_factor': 10, 'input_shape': [885, 2], 'hist_shape': [885, 3, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23134635,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_increasing_continue-stdRatio_2-stdPast_30#linear#sp3t7nliza/
fsb,2-sine-one-channel-anomaly-middle,tcNF-cnn,214,nearest,0.62,0.7,0.67,0.05,0.04,[0.6214217862674237],[0.7045155713103781],[0.6748577591119505],[0.05150976909413854],[0.044381047005509294],tcNF-cnn#2-sine-one-channel-anomaly-middle#nearest#hj4sut27eg,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-sine-one-channel-anomaly-middle#nearest#hj4sut27eg/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-sine-one-channel-anomaly-middle#nearest#hj4sut27eg/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-sine-one-channel-anomaly-middle#nearest#hj4sut27eg/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 8, 'input_embedding_type': 0, 'seed': 49, 'past': 214, 'hidden_multiplier': 23, 'st_net_layers': 2, 'st_dropout': 0.2, 'st_funnel_factor': 7, 'encoder_layers': 1, 'encoder_size': 5, 'encoder_dropout': 0.2, 'encoder_channel_depth': 3, 'input_shape': [9785, 2], 'hist_shape': [9785, 214, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23136141,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-cnn#2-sine-one-channel-anomaly-middle#nearest#hj4sut27eg/
fsb,2-std_cut_increasing-stdRatio_2-stdPast_40,tcNF-base,21,nearest,1.0,0.96,0.97,0.0,0.0,[1.0],[0.9574887026878061],[0.9684293397977376],[0.0],[0],tcNF-base#2-std_cut_increasing-stdRatio_2-stdPast_40#nearest#u9dneoi8sr,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_increasing-stdRatio_2-stdPast_40#nearest#u9dneoi8sr/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_increasing-stdRatio_2-stdPast_40#nearest#u9dneoi8sr/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_increasing-stdRatio_2-stdPast_40#nearest#u9dneoi8sr/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 18, 'input_embedding_type': 0, 'seed': 61, 'past': 21, 'hidden_multiplier': 50, 'st_net_layers': 5, 'st_dropout': 0.1, 'st_funnel_factor': 10, 'input_shape': [885, 2], 'hist_shape': [885, 21, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23134630,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-std_cut_increasing-stdRatio_2-stdPast_40#nearest#u9dneoi8sr/
fsb,2-std_cut_increasing_continue-stdRatio_2-stdPast_50,tcNF-mlp,7,linear,1.0,0.74,0.74,0.0,0.0,[0.998868778280543],[0.7378940240568671],[0.7400667971564345],[0.0],[0],tcNF-mlp#2-std_cut_increasing_continue-stdRatio_2-stdPast_50#linear#2oayjptl9f,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-mlp#2-std_cut_increasing_continue-stdRatio_2-stdPast_50#linear#2oayjptl9f/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-mlp#2-std_cut_increasing_continue-stdRatio_2-stdPast_50#linear#2oayjptl9f/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-mlp#2-std_cut_increasing_continue-stdRatio_2-stdPast_50#linear#2oayjptl9f/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 19, 'input_embedding_type': 0, 'seed': 88, 'past': 7, 'hidden_multiplier': 30, 'st_net_layers': 7, 'st_dropout': 0.6, 'st_funnel_factor': 9, 'encoder_layers': 1, 'encoder_dropout': 0.3, 'encoder_compression_factor': 2, 'input_shape': [885, 2], 'hist_shape': [885, 7, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23137514,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-mlp#2-std_cut_increasing_continue-stdRatio_2-stdPast_50#linear#2oayjptl9f/
fsb,2-medium_past_std_cut_wave,tcNF-mlp,20,cubic,0.67,0.6,0.66,0.09,0.09,[0.6730851519041506],[0.6016538895216121],[0.6647487886751228],[0.09302325581395349],[0.08800000000000001],tcNF-mlp#2-medium_past_std_cut_wave#cubic#imtx67d8wj,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-mlp#2-medium_past_std_cut_wave#cubic#imtx67d8wj/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-mlp#2-medium_past_std_cut_wave#cubic#imtx67d8wj/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-mlp#2-medium_past_std_cut_wave#cubic#imtx67d8wj/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 20, 'input_embedding_type': 0, 'seed': 76, 'past': 20, 'hidden_multiplier': 38, 'st_net_layers': 2, 'st_dropout': 0.2, 'st_funnel_factor': 10, 'encoder_layers': 1, 'encoder_dropout': 0.5, 'encoder_compression_factor': 4, 'input_shape': [785, 2], 'hist_shape': [785, 20, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23137495,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-mlp#2-medium_past_std_cut_wave#cubic#imtx67d8wj/
fsb,2-sine-long-2-diff-anomalies-one-channel,tcNF-base,208,linear,0.87,0.91,0.89,0.28,0.04,[0.8702826500605432],[0.9051971365197401],[0.889521618056608],[0.27979274611398963],[0.04245281790390806],tcNF-base#2-sine-long-2-diff-anomalies-one-channel#linear#4ol1hrqyse,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-long-2-diff-anomalies-one-channel#linear#4ol1hrqyse/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-long-2-diff-anomalies-one-channel#linear#4ol1hrqyse/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-long-2-diff-anomalies-one-channel#linear#4ol1hrqyse/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 8, 'input_embedding_type': 0, 'seed': 52, 'past': 208, 'hidden_multiplier': 33, 'st_net_layers': 2, 'st_dropout': 0.4, 'st_funnel_factor': 7, 'input_shape': [9785, 2], 'hist_shape': [9785, 208, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23134252,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-sine-long-2-diff-anomalies-one-channel#linear#4ol1hrqyse/
fsb,2-wave-off-synced-all-channel,tcNF-base,3,cubicspline,0.99,0.85,0.9,0.15,0.07,[0.9910485933503836],[0.8490429023082657],[0.8998992100995614],[0.15384615384615385],[0.07445008460236886],tcNF-base#2-wave-off-synced-all-channel#cubicspline#ceb2r8ugw4,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-wave-off-synced-all-channel#cubicspline#ceb2r8ugw4/*overview.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-wave-off-synced-all-channel#cubicspline#ceb2r8ugw4/*latent_space.png,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-wave-off-synced-all-channel#cubicspline#ceb2r8ugw4/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 12, 'input_embedding_type': 0, 'seed': 84, 'past': 3, 'hidden_multiplier': 50, 'st_net_layers': 2, 'st_dropout': 0.2, 'st_funnel_factor': 5, 'input_shape': [785, 2], 'hist_shape': [785, 3, 2]}",TFselfopt_simple_impute_v1_fsb_cc_re3-fsb,simple_impute_v1_fsb,23134757,../results/TFselfopt_simple_impute_v1_fsb_cc_re3-fsb/tcNF-base#2-wave-off-synced-all-channel#cubicspline#ceb2r8ugw4/
